step,actual,predicted,error,is_anomaly
577.0,6.08,5.9955935,0.08440645217895515,False
578.0,6.08,5.9976587,0.08234127044677741,False
579.0,6.068258667170539,5.9994097,0.06884899157239488,False
580.0,6.08,6.0009675,0.07903249740600593,False
581.0,6.08,6.0023413,0.07765872955322273,False
582.0,6.08,6.003532,0.07646806716918952,False
583.0,6.08,6.0045505,0.07544954299926765,False
584.0,6.08,6.005411,0.07458885192871101,False
585.0,6.08,6.006132,0.07386787414550788,False
586.0,6.08,6.00673,0.07326992034912116,False
587.0,6.08,6.007222,0.07277782440185554,False
588.0,6.08,6.007623,0.07237680435180671,False
589.0,6.08,6.007948,0.07205207824707038,False
590.0,6.08,6.008209,0.07179077148437507,False
591.0,6.08,6.008418,0.0715819168090821,False
592.0,6.08,6.0085835,0.07141645431518562,False
593.0,6.08,6.0087132,0.07128675460815437,False
594.0,6.08,6.008815,0.0711851882934571,False
595.0,6.08,6.0088925,0.07110746383666999,False
596.0,4.335963656348765,5.994454,1.6584902506641743,False
597.0,3.9480453668307813,5.966784,2.018738633565947,True
598.0,6.08,5.950647,0.1293531227111817,False
599.0,6.08,5.943855,0.13614519119262702,False
600.0,6.08,5.9429235,0.13707645416259773,False
601.0,6.08,5.9455886,0.13441141128540046,False
602.0,6.08,5.9503284,0.1296716499328614,False
603.0,6.08,5.956121,0.12387903213500984,False
604.0,6.08,5.9622936,0.11770637512207038,False
605.0,6.08,5.968408,0.11159189224243171,False
606.0,6.08,5.974198,0.10580213546752937,False
607.0,6.08,5.9795103,0.10048969268798835,False
608.0,6.08,5.984271,0.09572895050048835,False
609.0,6.08,5.9884596,0.0915404129028321,False
610.0,6.08,5.9920883,0.08791168212890632,False
611.0,6.114091121682324,5.9954705,0.11862059784809542,False
612.0,6.08,5.9982834,0.08171661376953132,False
613.0,6.08,6.00057,0.07943017959594734,False
614.0,6.08,6.00242,0.07758005142211921,False
615.0,6.08,6.003909,0.07609088897705085,False
616.0,6.08,6.005099,0.07490118026733406,False
617.0,6.08,6.006044,0.07395608901977546,False
618.0,6.08,6.0067887,0.07321126937866218,False
619.0,5.646787710885972,6.003823,0.35703509261134236,False
620.0,5.2128232266311425,5.994724,0.7819005702133399,False
